CustomerID,Country,Segment,SegmentRank,Cluster,Recency,Frequency,Monetary,TotalItems,R_Score,F_Score,M_Score,RFM_Score,FirstPurchase,LastPurchase,PC1,PC2
13424,United Kingdom,Hibernating,3,0,450,1,572.77,529,5,4,4,544,2010-09-16 10:49:00,2010-09-16 10:49:00,-1.3919182741435097,0.46055004682872663
13425,United Kingdom,Loyal Customers,1,3,108,5,3390.4300000000003,2358,3,2,1,321,2010-05-09 14:35:00,2011-08-23 17:13:00,0.6796529071008657,0.61296688014491
13426,United Kingdom,Champions,0,2,1,22,8167.38,4868,1,1,1,111,2009-12-09 15:16:00,2011-12-09 08:59:00,3.3812393336013398,-0.835587062049363
13427,United Kingdom,At Risk,2,1,19,6,1006.53,880,1,2,3,123,2009-12-17 13:44:00,2011-11-20 13:02:00,0.8170019219737822,-0.6294491273448227
13428,United Kingdom,At Risk,2,1,10,3,478.54,356,1,3,4,134,2010-07-13 13:20:00,2011-11-29 14:20:00,0.2602435331236908,-1.3869401249999904
13429,United Kingdom,At Risk,2,1,11,4,1006.8,1390,1,2,3,123,2011-09-25 15:59:00,2011-11-29 09:10:00,0.7258881708585453,-1.0344662763752335
13430,United Kingdom,At Risk,2,1,19,2,679.45,751,1,3,3,133,2011-09-14 14:26:00,2011-11-21 08:19:00,-9.03697668511526e-05,-1.05784986999359
13431,United Kingdom,Loyal Customers,1,3,67,8,3316.24,1570,3,1,1,311,2010-02-18 11:53:00,2011-10-03 13:49:00,1.131873468187723,0.4948292567889129
13432,United Kingdom,Hibernating,3,0,571,2,439.1,217,5,3,4,534,2010-04-06 14:42:00,2010-05-17 13:18:00,-1.2752649551077266,0.6608011129417541
13433,United Kingdom,Loyal Customers,1,3,501,4,658.3199999999999,190,5,2,3,523,2010-01-12 08:59:00,2010-07-26 16:55:00,-0.667376203340471,0.8973281496845801
13434,United Kingdom,Loyal Customers,1,3,74,5,1666.8600000000001,864,3,2,2,322,2010-02-22 09:54:00,2011-09-26 14:30:00,0.4913588118166474,0.1940293239838588
13435,United Kingdom,Champions,0,2,5,9,4447.33,2754,1,1,1,111,2010-07-27 16:56:00,2011-12-04 14:45:00,2.1257698604674733,-0.7173920186901457
13436,United Kingdom,At Risk,2,1,2,1,196.89,76,1,4,5,145,2011-12-08 10:33:00,2011-12-08 10:33:00,-0.23349910343306735,-2.6230007816910175
13437,United Kingdom,Champions,0,2,14,7,3408.06,1283,1,2,1,121,2011-06-02 14:30:00,2011-11-25 14:00:00,1.5431246844926378,-0.3736962080327024
13438,United Kingdom,Hibernating,3,0,547,1,46.5,10,5,4,5,545,2010-06-10 18:46:00,2010-06-10 18:46:00,-2.5407460825465176,-0.17895670050772286
13439,United Kingdom,Loyal Customers,1,3,255,3,986.61,952,4,3,3,433,2010-07-01 14:36:00,2011-03-29 14:20:00,-0.44347940851574497,0.5652656992435519
13440,United Kingdom,Loyal Customers,1,3,423,7,1295.25,573,5,2,2,522,2010-09-14 10:34:00,2010-10-12 13:11:00,0.040246397428757574,1.1792364741658787
13441,United Kingdom,At Risk,2,1,92,2,720.9,520,3,3,3,333,2010-10-04 10:38:00,2011-09-09 09:38:00,-0.47170319876892897,-0.19259364725179298
13442,United Kingdom,Hibernating,3,0,667,3,419.87,115,5,3,4,534,2009-12-01 14:59:00,2010-02-10 14:03:00,-1.1255970758811231,0.8384683488601276
13443,United Kingdom,Loyal Customers,1,3,449,6,1273.16,805,5,2,2,522,2010-01-31 13:30:00,2010-09-17 12:31:00,-0.08831906544040982,1.157933319351799
13444,United Kingdom,Hibernating,3,0,374,2,619.08,331,4,3,3,433,2010-07-21 14:34:00,2010-11-30 13:02:00,-0.9892119142622362,0.5307487235889636
13445,United Kingdom,Hibernating,3,0,626,1,241.89999999999998,198,5,4,5,545,2010-03-23 15:34:00,2010-03-23 15:34:00,-1.8731485636197043,0.3845497424649817
13446,United Kingdom,Loyal Customers,1,3,430,11,3881.89,2403,5,1,1,511,2010-02-14 11:52:00,2010-10-05 18:51:00,0.8222151498174529,1.6658686373376403
13447,United Kingdom,At Risk,2,1,23,3,1129.14,584,2,3,3,233,2011-11-04 10:10:00,2011-11-16 13:38:00,0.38135103726425684,-0.6997055772588116
13448,United Kingdom,Champions,0,2,17,13,8745.93,4195,1,1,1,111,2009-12-06 12:14:00,2011-11-23 12:33:00,2.32144556434369,0.21456227356985313
13449,United Kingdom,At Risk,2,1,24,1,291.88,222,2,4,4,244,2011-11-16 08:28:00,2011-11-16 08:28:00,-0.7488343573281007,-1.3362145752974417
13450,United Kingdom,Champions,0,2,27,13,4120.04,4318,2,1,1,211,2010-04-15 19:15:00,2011-11-13 11:54:00,1.8504758239900343,0.23259347244329426
13451,United Kingdom,Champions,0,2,26,11,7090.06,5229,2,1,1,211,2010-03-21 16:13:00,2011-11-13 15:58:00,1.9812282837015431,0.3187130903152224
13452,United Kingdom,Loyal Customers,1,3,259,3,729.8,6,4,3,3,433,2010-08-24 09:53:00,2011-03-25 14:19:00,-0.5797357360147074,0.48353332251024544
13453,United Kingdom,Loyal Customers,1,3,166,3,781.6899999999999,341,3,3,3,333,2010-11-02 13:23:00,2011-06-27 09:34:00,-0.40657280794466116,0.25997135304760893
13454,United Kingdom,Hibernating,3,0,641,1,219.87,198,5,4,5,545,2010-03-08 14:40:00,2010-03-08 14:40:00,-1.9222332320093558,0.36908426914282855
13455,United Kingdom,At Risk,2,1,25,6,2212.9900000000002,795,2,2,2,222,2009-12-09 08:58:00,2011-11-15 11:21:00,1.0751905198623297,-0.24873816537191742
13456,United Kingdom,At Risk,2,1,18,6,1766.72,765,1,2,2,122,2011-05-16 15:34:00,2011-11-22 09:18:00,1.0786009154347274,-0.4891947391305277
13457,United Kingdom,Hibernating,3,0,689,2,148.22,96,5,3,5,535,2009-12-02 12:46:00,2010-01-20 08:48:00,-1.8073099873650096,0.43997851982974007
13458,United Kingdom,Champions,0,2,7,16,11959.27,6760,1,1,1,111,2010-11-16 14:01:00,2011-12-02 15:29:00,2.8682834594086106,-0.06763254570136616
13459,United Kingdom,Loyal Customers,1,3,625,2,1160.4099999999999,986,5,3,3,533,2010-01-26 13:35:00,2010-03-25 10:24:00,-0.8815706907858218,1.001466118222431
13460,United Kingdom,At Risk,2,1,29,2,183.44,286,2,3,5,235,2011-10-21 09:50:00,2011-11-10 17:17:00,-0.7002118126522171,-1.2256101763609246
13461,United Kingdom,Champions,0,2,39,6,4160.0,3132,2,2,1,221,2010-04-21 16:01:00,2011-11-01 09:01:00,1.2107430280461116,0.17798138759264973
13462,United Kingdom,Loyal Customers,1,3,253,5,1153.85,697,4,2,3,423,2009-12-14 09:48:00,2011-04-01 11:20:00,-0.06361012116299648,0.7565364015156627
13464,United Kingdom,Loyal Customers,1,3,58,6,3097.64,1440,2,2,1,221,2010-03-31 15:22:00,2011-10-12 15:01:00,0.9564913567210873,0.3039358013592744
13465,United Kingdom,Loyal Customers,1,3,446,2,931.12,584,5,3,3,533,2010-05-02 15:30:00,2010-09-19 15:13:00,-0.868417067500102,0.7498039339752003
13466,United Kingdom,Loyal Customers,1,3,184,5,1013.35,660,3,2,3,323,2010-03-21 13:50:00,2011-06-08 16:39:00,-0.017557470829565127,0.5428438174648929
13467,United Kingdom,At Risk,2,1,11,2,1071.91,580,1,3,3,133,2011-11-03 16:56:00,2011-11-29 10:01:00,0.36368023943056726,-1.203033531209414
13468,United Kingdom,Champions,0,2,2,72,12793.28,5617,1,1,1,111,2009-12-03 13:32:00,2011-12-08 10:39:00,4.326199927002014,-0.05389926612537282
13469,United Kingdom,Hibernating,3,0,653,1,82.4,52,5,4,5,545,2010-02-24 15:03:00,2010-02-24 15:03:00,-2.352658144423796,0.08731966604248785
13470,United Kingdom,Hibernating,3,0,99,2,165.0,100,3,3,5,335,2011-08-16 17:06:00,2011-09-01 14:57:00,-1.1357632640238655,-0.5932403606589851
13471,United Kingdom,At Risk,2,1,1,4,2501.84,1583,1,2,2,122,2011-10-23 13:10:00,2011-12-08 15:44:00,1.702185466137748,-1.749849627801716
13472,United Kingdom,Hibernating,3,0,464,2,592.24,310,5,3,4,534,2010-06-02 09:48:00,2010-09-02 09:41:00,-1.0781129208146887,0.6361094278828046
13473,United Kingdom,Loyal Customers,1,3,61,8,2657.7599999999998,1000,3,1,2,312,2009-12-15 19:02:00,2011-10-10 11:20:00,1.065338951014088,0.3775521824727547
13474,United Kingdom,Loyal Customers,1,3,236,3,646.59,318,4,3,3,433,2010-08-01 14:40:00,2011-04-17 13:53:00,-0.6024400029270616,0.3962160810229245
13475,United Kingdom,Loyal Customers,1,3,191,4,1431.78,1012,4,2,2,422,2011-02-14 12:36:00,2011-06-01 13:52:00,-0.018082649673259617,0.6000013873079698
13476,United Kingdom,Loyal Customers,1,3,179,5,2061.4700000000003,713,3,2,2,322,2010-03-05 09:39:00,2011-06-14 12:00:00,0.30057402170881126,0.7404849665798816
13477,United Kingdom,Champions,0,2,38,11,2819.17,2091,2,1,2,212,2010-01-25 11:52:00,2011-11-02 12:04:00,1.460401193328297,0.24507908787560853
13478,United Kingdom,Loyal Customers,1,3,469,5,2215.78,1189,5,2,2,522,2010-01-31 15:51:00,2010-08-27 13:23:00,0.0214011902401502,1.2913984593036905
13479,United Kingdom,Loyal Customers,1,3,201,4,851.37,716,4,2,3,423,2010-08-19 16:18:00,2011-05-23 10:45:00,-0.2608446512792607,0.4723021610608758
13480,United Kingdom,Hibernating,3,0,417,2,627.82,362,5,3,3,533,2010-01-29 12:35:00,2010-10-19 11:53:00,-1.0182445084839362,0.5948093284565674
13481,United Kingdom,Champions,0,2,46,11,3830.84,2055,2,1,1,211,2009-12-04 12:37:00,2011-10-25 09:07:00,1.5336075356678216,0.43987598777745857
13482,United Kingdom,Hibernating,3,0,232,2,336.09,187,4,3,4,434,2010-03-22 10:31:00,2011-04-21 17:03:00,-1.1008146303462862,0.08558927480151607
13483,United Kingdom,Hibernating,3,0,66,1,140.34,160,3,4,5,345,2011-10-05 11:53:00,2011-10-05 11:53:00,-1.3853955855856595,-1.0109992997482946
13484,United Kingdom,Loyal Customers,1,3,241,3,790.72,224,4,3,3,433,2010-03-10 11:46:00,2011-04-12 16:30:00,-0.5216238003075425,0.4679729596535427
13485,United Kingdom,Loyal Customers,1,3,233,11,3019.2200000000003,1798,4,1,1,411,2009-12-03 13:46:00,2011-04-20 13:58:00,0.9103931560972437,1.2537176366673688
13486,United Kingdom,Loyal Customers,1,3,78,3,1122.41,669,3,3,3,333,2011-07-07 17:19:00,2011-09-22 13:13:00,-0.006827388847246166,-0.04448390497431072
13487,United Kingdom,Loyal Customers,1,3,58,5,846.87,362,2,2,3,223,2009-12-05 10:25:00,2011-10-13 12:07:00,0.2741698411083261,-0.14112656498032655
13488,United Kingdom,Champions,0,2,17,23,14205.96,7375,1,1,1,111,2010-01-25 10:13:00,2011-11-22 14:41:00,2.943788899831127,0.5576381028530165
13489,United Kingdom,Loyal Customers,1,3,105,4,449.52,560,3,2,4,324,2011-02-18 10:42:00,2011-08-26 13:16:00,-0.33002672469621636,-0.07445249451534665
13490,United Kingdom,Hibernating,3,0,654,1,154.25,25,5,4,5,545,2010-02-23 14:48:00,2010-02-23 14:48:00,-2.08235500995347,0.27445078784561605
13491,United Kingdom,Champions,0,2,52,27,4467.66,2349,2,1,1,211,2009-12-07 08:24:00,2011-10-19 08:32:00,2.2077671048282035,0.8629535315732931
13492,Switzerland,Loyal Customers,1,3,136,3,1269.84,408,3,3,2,332,2011-05-09 10:06:00,2011-07-26 14:25:00,-0.13126101173811175,0.2960833237945288
13493,Switzerland,Hibernating,3,0,275,2,618.63,380,4,3,3,433,2011-02-25 16:42:00,2011-03-09 15:35:00,-0.8903263544668715,0.3614931357387775
13494,United Kingdom,Hibernating,3,0,312,1,316.26000000000005,162,4,4,4,444,2011-02-01 11:58:00,2011-02-01 11:58:00,-1.531917657234796,0.08148952758999235
13495,United Kingdom,Champions,0,2,8,10,4863.31,2465,1,1,1,111,2009-12-07 12:12:00,2011-12-02 11:21:00,2.1061773824049776,-0.4320384734658886
13496,United Kingdom,At Risk,2,1,11,2,653.33,341,1,3,3,133,2010-12-15 10:17:00,2011-11-29 10:58:00,0.14817202654995873,-1.35128709920104
13497,United Kingdom,Loyal Customers,1,3,283,6,1166.83,525,4,2,3,423,2010-02-08 10:27:00,2011-03-02 09:04:00,0.02266595198362397,0.8779846118512985
13498,United Kingdom,Hibernating,3,0,730,1,327.38,362,5,4,4,544,2009-12-09 15:26:00,2009-12-09 15:26:00,-1.7914142117252603,0.5595757929098858
13499,United Kingdom,At Risk,2,1,18,5,1159.11,1365,1,2,3,123,2011-03-15 08:52:00,2011-11-22 11:21:00,0.7775191277824943,-0.6719926229484471
13500,United Kingdom,At Risk,2,1,23,4,1466.3,838,2,2,2,222,2010-11-03 13:16:00,2011-11-16 15:35:00,0.6652702644208296,-0.5396008551452737
13501,Switzerland,Loyal Customers,1,3,288,3,2885.11,1253,4,3,2,432,2010-05-18 13:24:00,2011-02-24 18:59:00,-0.015383862903300285,0.9536226644228243
13502,United Kingdom,At Risk,2,1,17,5,780.5,490,1,2,3,123,2010-06-09 10:52:00,2011-11-23 10:39:00,0.6228543634200812,-0.8202439360459756
13503,United Kingdom,Loyal Customers,1,3,71,6,1859.24,1105,3,2,2,322,2010-02-16 13:49:00,2011-09-29 13:23:00,0.6696790596624352,0.26077607741791087
13504,United Kingdom,Hibernating,3,0,64,1,295.93,178,3,4,4,344,2011-10-06 13:20:00,2011-10-06 13:20:00,-1.0520853006969604,-0.8051661026413183
13505,Switzerland,Loyal Customers,1,3,73,4,4393.63,2486,3,2,1,321,2011-04-21 12:07:00,2011-09-28 11:56:00,0.7789036188929238,0.41021700611435835
13506,United Kingdom,Loyal Customers,1,3,316,5,1338.08,942,4,2,2,422,2010-09-05 12:33:00,2011-01-27 13:53:00,-0.07081392377259317,0.9230963808109701
13507,United Kingdom,At Risk,2,1,3,4,2479.16,1597,1,2,2,122,2011-07-17 11:50:00,2011-12-06 13:13:00,1.473892491368193,-1.3703321406999391
13508,United Kingdom,Hibernating,3,0,244,2,287.05,180,4,3,4,434,2010-03-07 11:58:00,2011-04-10 11:58:00,-1.1855812521047913,0.06615133554008075
13509,United Kingdom,At Risk,2,1,9,8,1114.72,1214,1,1,3,113,2010-07-20 12:10:00,2011-12-01 10:10:00,1.2773985584559098,-0.8889523053155046
13510,United Kingdom,Champions,0,2,1,11,4558.29,3044,1,1,1,111,2009-12-21 11:53:00,2011-12-08 13:46:00,2.6310705010171906,-1.24898899122939
13511,United Kingdom,Hibernating,3,0,677,1,282.76,60,5,4,5,545,2010-02-01 12:10:00,2010-02-01 12:10:00,-1.8307001059501566,0.47428640061568694
13512,United Kingdom,Loyal Customers,1,3,261,4,713.39,419,4,2,3,423,2010-05-05 13:22:00,2011-03-24 10:03:00,-0.42197199293102217,0.562784324501729
13513,United Kingdom,Loyal Customers,1,3,127,3,824.59,364,3,3,3,333,2010-02-22 16:36:00,2011-08-05 11:50:00,-0.2972433062806158,0.12929920739687376
13514,United Kingdom,Loyal Customers,1,3,74,4,815.9000000000001,288,3,2,3,323,2010-01-26 15:11:00,2011-09-27 09:39:00,0.0412822059489124,-0.08682070517621177
13515,United Kingdom,Loyal Customers,1,3,73,6,1265.82,819,3,2,2,322,2010-03-05 11:58:00,2011-09-28 11:26:00,0.493381480887776,0.16070607650476323
13516,United Kingdom,At Risk,2,1,21,4,1685.26,1114,2,2,2,222,2010-10-18 08:52:00,2011-11-18 13:15:00,0.7540443438632761,-0.5458865187598607
13517,United Kingdom,Loyal Customers,1,3,60,3,2128.42,1369,3,3,2,332,2011-06-13 08:44:00,2011-10-11 11:43:00,0.3555381546802438,0.004634130082329832
13518,United Kingdom,Hibernating,3,0,86,1,627.16,382,3,4,3,343,2011-09-15 10:29:00,2011-09-15 10:29:00,-0.8198912231909203,-0.4197672859211209
13519,United Kingdom,At Risk,2,1,78,2,343.21,133,3,3,4,334,2010-09-23 11:45:00,2011-09-22 18:24:00,-0.7416662686411637,-0.5046039628801527
13520,Switzerland,Champions,0,2,59,11,6606.0,3179,2,1,1,211,2009-12-17 11:11:00,2011-10-12 10:20:00,1.6919912081256452,0.7378652785156891
13521,United Kingdom,At Risk,2,1,1,3,1071.73,718,1,3,3,133,2011-11-29 15:09:00,2011-12-08 13:50:00,1.1628310732863958,-2.0856746818627085
13522,United Kingdom,At Risk,2,1,30,1,125.80000000000001,44,2,4,5,245,2011-11-09 15:11:00,2011-11-09 15:11:00,-1.1832778424067272,-1.468561309849819
13523,United Kingdom,Champions,0,2,33,6,4534.57,1989,2,2,1,221,2010-11-02 14:55:00,2011-11-06 15:11:00,1.3009031116128265,0.1141987095034358
13524,United Kingdom,At Risk,2,1,41,5,680.1800000000001,324,2,2,3,223,2011-05-04 12:26:00,2011-10-30 12:34:00,0.28876687363952386,-0.3941769645007301
13525,United Kingdom,At Risk,2,1,15,2,628.78,394,1,3,3,133,2011-04-05 15:36:00,2011-11-25 12:01:00,0.03840302466303181,-1.2041049629242444
13526,United Kingdom,Loyal Customers,1,3,738,2,1182.0,1911,5,3,3,533,2009-12-01 12:56:00,2009-12-01 13:13:00,-0.9272501344263825,1.0985022560728408
13527,United Kingdom,Champions,0,2,34,12,4541.29,2736,2,1,1,211,2010-01-21 12:37:00,2011-11-06 12:04:00,1.7641676837256357,0.3576493170290872
13529,United Kingdom,Hibernating,3,0,79,2,307.76,74,3,3,4,334,2011-05-19 11:50:00,2011-09-22 09:15:00,-0.7931026661957181,-0.5302511163689082
13530,United Kingdom,Hibernating,3,0,634,1,402.97999999999996,272,5,4,4,544,2010-03-15 14:10:00,2010-03-15 14:10:00,-1.6555563448570207,0.54405135987537
13531,United Kingdom,Loyal Customers,1,3,205,6,1433.07,497,4,2,2,422,2009-12-03 15:20:00,2011-05-18 16:56:00,0.2160829424583407,0.762478688379123
13532,United Kingdom,At Risk,2,1,34,1,210.31,129,2,4,5,245,2011-11-06 12:25:00,2011-11-06 12:25:00,-0.9999874874928906,-1.2485256470537383
13533,United Kingdom,Hibernating,3,0,183,3,269.09,202,3,3,5,335,2011-03-17 12:47:00,2011-06-10 11:54:00,-0.9016237077192021,-0.005543852910103754
13534,United Kingdom,Champions,0,2,2,35,7720.9,3869,1,1,1,111,2010-07-07 15:00:00,2011-12-07 14:52:00,3.5671277821549627,-0.4645339037166165
13535,United Kingdom,Hibernating,3,0,403,1,89.5,10,4,4,5,445,2010-11-02 11:49:00,2010-11-02 11:49:00,-2.1611610489022817,-0.1538233119293248
13536,United Kingdom,Champions,0,2,1,7,3444.39,2126,1,2,1,121,2011-09-25 13:30:00,2011-12-08 16:38:00,2.1998352720177308,-1.4816670406825905
13537,United Kingdom,Hibernating,3,0,426,2,717.85,337,5,3,3,533,2010-09-14 10:41:00,2010-10-10 12:45:00,-0.9668261103764904,0.6466717010560368
13538,United Kingdom,Champions,0,2,43,12,3103.13,959,2,1,1,211,2010-02-02 12:47:00,2011-10-27 16:34:00,1.5242008062516776,0.36971653333858345
13539,United Kingdom,Loyal Customers,1,3,86,7,1569.3600000000001,710,3,2,2,322,2010-04-28 12:04:00,2011-09-15 10:18:00,0.636424173821216,0.3633213079561235
13540,United Kingdom,Loyal Customers,1,3,467,3,632.39,189,5,3,3,533,2010-02-22 09:22:00,2010-08-29 14:20:00,-0.8323053420716651,0.7647906044971327
13541,United Kingdom,Hibernating,3,0,427,2,785.25,279,5,3,3,533,2010-05-18 16:15:00,2010-10-08 16:37:00,-0.9285263390908322,0.6748298492577873
13542,United Kingdom,Loyal Customers,1,3,377,17,3959.4900000000002,804,4,1,1,411,2009-12-10 19:53:00,2010-11-28 11:24:00,1.1824601505329506,1.7481378831626124
13543,United Kingdom,Loyal Customers,1,3,634,2,1439.6100000000001,329,5,3,2,532,2010-01-21 14:30:00,2010-03-15 13:34:00,-0.7923064434241069,1.0739232645273764
13544,United Kingdom,At Risk,2,1,40,6,790.2,331,2,2,3,223,2010-03-05 11:31:00,2011-10-31 11:57:00,0.47935036759997834,-0.30604760267927056
13545,United Kingdom,Hibernating,3,0,391,2,364.93,252,4,3,4,434,2010-06-13 11:49:00,2010-11-14 11:27:00,-1.233401278432464,0.3970850675353432
13546,United Kingdom,At Risk,2,1,12,5,1086.24,587,1,2,3,123,2010-10-11 17:23:00,2011-11-27 14:50:00,0.8720637840604063,-0.9007163006898347
13547,United Kingdom,Hibernating,3,0,408,1,167.08,79,4,4,5,445,2010-10-27 14:14:00,2010-10-27 14:14:00,-1.895345771605127,0.03855942136500257
13548,United Kingdom,Loyal Customers,1,3,96,3,901.44,558,3,3,3,333,2010-08-25 13:44:00,2011-09-04 14:50:00,-0.16870596718055197,0.0030501316969373735
13549,United Kingdom,At Risk,2,1,26,8,1005.8,554,2,1,3,213,2010-11-17 12:17:00,2011-11-14 09:20:00,0.9111825127219224,-0.3720042936479451
13550,United Kingdom,Hibernating,3,0,383,1,342.55,430,4,4,4,444,2010-11-21 15:24:00,2010-11-21 15:24:00,-1.563387121856881,0.21809762597534815
13551,United Kingdom,Hibernating,3,0,319,2,244.2,36,4,3,5,435,2010-02-11 15:01:00,2011-01-24 14:46:00,-1.3422008210145768,0.16514236439840818
13552,United Kingdom,Champions,0,2,66,22,6948.92,2630,3,1,1,311,2010-02-19 13:28:00,2011-10-04 15:19:00,2.17438572174908,1.0524790151024468
13553,United Kingdom,Hibernating,3,0,675,1,499.6,201,5,4,4,544,2010-02-03 12:21:00,2010-02-03 12:21:00,-1.5823528636685378,0.6428439114224221
13554,United Kingdom,Loyal Customers,1,3,380,7,1629.35,578,4,2,2,422,2010-09-19 12:39:00,2010-11-24 15:05:00,0.17478993765639975,1.1890145969526447
13555,United Kingdom,Champions,0,2,74,13,8891.84,4762,3,1,1,311,2010-01-19 13:20:00,2011-09-27 12:36:00,1.8667919600282974,1.0065269092582314
13556,United Kingdom,Hibernating,3,0,429,2,200.82,134,5,3,5,535,2010-09-30 09:01:00,2010-10-06 16:44:00,-1.5226713607939144,0.2697112824897553
13557,United Kingdom,Champions,0,2,28,13,3032.26,2398,2,1,1,211,2009-12-08 17:41:00,2011-11-11 15:24:00,1.7055622050440522,0.16006794729511448
13558,United Kingdom,At Risk,2,1,6,4,594.52,338,1,2,4,124,2011-10-02 13:01:00,2011-12-04 11:24:00,0.6710586048198949,-1.489422727538336
13559,United Kingdom,Loyal Customers,1,3,513,2,990.0,360,5,3,3,533,2010-06-14 11:52:00,2010-07-15 09:52:00,-0.886923586684822,0.8451874096559087
13560,United Kingdom,At Risk,2,1,7,1,171.42000000000002,63,1,4,5,145,2011-12-02 13:11:00,2011-12-02 13:11:00,-0.6109715776608102,-2.123412639602031
13561,United Kingdom,Loyal Customers,1,3,216,11,1803.4,1125,4,1,2,412,2010-02-28 13:42:00,2011-05-08 12:39:00,0.7103244558969894,1.0576996818022408
13562,United Kingdom,Loyal Customers,1,3,82,8,4838.18,1603,3,1,1,311,2010-01-14 16:33:00,2011-09-19 10:51:00,1.2319238637840038,0.7179602882076318
13563,United Kingdom,At Risk,2,1,84,2,777.53,209,3,3,3,333,2011-07-22 17:21:00,2011-09-16 14:45:00,-0.4096813110724041,-0.2195562487821799
13564,United Kingdom,Champions,0,2,144,37,16498.97,8878,3,1,1,311,2009-12-02 11:55:00,2011-07-18 14:33:00,2.68415886147855,1.9215761431240515
13565,United Kingdom,At Risk,2,1,19,3,414.8,260,1,3,4,134,2010-10-24 15:51:00,2011-11-20 14:33:00,0.0046089256800460315,-1.100011358876578
13566,United Kingdom,Loyal Customers,1,3,41,5,1688.6,1257,2,2,2,222,2010-03-10 12:22:00,2011-10-30 11:59:00,0.6846514713621064,-0.12183790446770316
13567,United Kingdom,Loyal Customers,1,3,428,4,1079.29,643,5,2,3,523,2010-06-16 12:48:00,2010-10-07 12:51:00,-0.40133458992705706,0.9587001965311442
13568,United Kingdom,Hibernating,3,0,173,1,187.05,66,3,4,5,345,2011-06-19 14:42:00,2011-06-19 14:42:00,-1.5698231657230257,-0.39909848092089484
13569,United Kingdom,At Risk,2,1,17,4,726.54,345,1,2,3,123,2010-10-07 13:05:00,2011-11-22 13:07:00,0.4526596664788409,-0.9085560982726522
13570,United Kingdom,Hibernating,3,0,243,1,239.49,161,4,4,5,445,2011-04-10 13:36:00,2011-04-10 13:36:00,-1.5720553459363906,-0.1389004554661971
13571,United Kingdom,Champions,0,2,13,26,4537.26,3191,1,1,1,111,2009-12-08 13:02:00,2011-11-27 10:47:00,2.6176056526362883,0.12012023364572434
13572,United Kingdom,Loyal Customers,1,3,206,1,1384.25,534,4,4,2,442,2011-05-18 11:59:00,2011-05-18 11:59:00,-0.7557764486189892,0.2953380189222292
13573,United Kingdom,Loyal Customers,1,3,50,6,904.52,647,2,2,3,223,2010-03-12 16:06:00,2011-10-20 14:33:00,0.4675303120147559,-0.145228586294727
13574,United Kingdom,Hibernating,3,0,411,1,404.45,304,5,4,4,544,2010-10-24 13:28:00,2010-10-24 13:28:00,-1.513968893419043,0.30657553371943985
13575,United Kingdom,At Risk,2,1,23,5,732.0699999999999,449,2,2,3,223,2011-06-16 14:24:00,2011-11-16 13:14:00,0.5018711962193613,-0.6807763086391446
13576,United Kingdom,Champions,0,2,10,28,11202.59,4506,1,1,1,111,2009-12-08 15:12:00,2011-11-29 15:34:00,3.1439627312027825,0.2842550693839167
13577,United Kingdom,Champions,0,2,25,11,3489.28,1661,2,1,1,211,2009-12-14 16:10:00,2011-11-14 15:19:00,1.6845281984940643,0.08539074255191535
13578,United Kingdom,Hibernating,3,0,409,1,147.66,127,4,4,5,445,2010-10-26 13:44:00,2010-10-26 13:44:00,-1.9496421589139097,0.0030979166016687405
13579,United Kingdom,At Risk,2,1,15,5,1374.34,718,1,2,2,122,2010-02-18 13:53:00,2011-11-25 08:41:00,0.9073018727791538,-0.7157412579731157
13580,United Kingdom,Hibernating,3,0,406,1,107.75,45,4,4,5,445,2010-10-29 15:01:00,2010-10-29 15:01:00,-2.0834991621631542,-0.09467069123512187
13581,United Kingdom,Hibernating,3,0,309,2,280.53000000000003,119,4,3,5,435,2010-10-21 16:30:00,2011-02-03 14:41:00,-1.2717144108827771,0.1890550511563963
13582,United Kingdom,Hibernating,3,0,390,2,241.68,106,4,3,5,435,2010-04-01 11:38:00,2010-11-15 11:34:00,-1.411554683157281,0.2725515490340161
13583,United Kingdom,Loyal Customers,1,3,156,2,1445.031,1097,3,3,2,332,2010-01-29 13:53:00,2011-07-07 10:40:00,-0.33843033882639767,0.3044433378992477
13584,United Kingdom,Hibernating,3,0,307,3,385.7,360,4,3,4,434,2010-02-02 08:40:00,2011-02-06 12:49:00,-0.9119442655651383,0.38614542873597996
13585,United Kingdom,Loyal Customers,1,3,531,3,684.54,1386,5,3,3,533,2009-12-01 14:56:00,2010-06-27 12:33:00,-0.8393069066137403,0.8591946129291957
13586,United Kingdom,Hibernating,3,0,541,1,127.28,38,5,4,5,545,2010-06-16 13:47:00,2010-06-16 13:47:00,-2.104227584226692,0.11281315042344466
13587,United Kingdom,Loyal Customers,1,3,64,4,1673.5,664,3,2,2,322,2010-02-14 13:17:00,2011-10-07 12:31:00,0.4003873410927821,0.04944230422888645
13588,United Kingdom,Champions,0,2,16,9,2478.95,2606,1,1,2,112,2011-03-29 15:53:00,2011-11-24 10:42:00,1.5340895912616515,-0.3182332657378592
13589,United Kingdom,At Risk,2,1,15,6,1120.74,293,1,2,3,123,2009-12-06 10:26:00,2011-11-25 12:10:00,0.9360140256740577,-0.7203133570695848
13590,United Kingdom,Champions,0,2,11,18,6336.04,5271,1,1,1,111,2009-12-01 13:37:00,2011-11-28 12:54:00,2.5450604796495377,0.006334523579163198
